Name,z,RA_J2000,Dec _J2000,wd,wserr,p30d,p30serr,ellipd,ellipderr,etad,etaerr,c0.4R500,ec0.4R500,0.4R500_kpc/h71
,,deg ,deg,,,,,,,degrees,degrees,,,kpc/h71
ACCEPT2.0 Name,Redshift,ACCEPT2.0 Center RA J2000,ACCEPT2.0 Center RA J2000,Centroid shift in 20 bins inside 0.4R500,Centroid shift error,P3/P0 power law ratio (r<0.4R500),P3/P0 power law ratio,Ellipticity (ratio of minor/major axes) inside 0.4R500,Error on Ellipticity,Position Angle in degrees E of N,Position Angle error,Concentration (flux < 0.15 R500/flux < 0.4 R500),error on concentration,Rmax for the quantities in this table
XMMU_J1230.3+1339,0.975,187.5711,13.6519,0.0573,0.0127,6.87E-08,2.5E-07,0.947,0.028,-14.950,12.810,-,-,282
MCXC_J1234.2+0947,0.229,188.6008,9.7876,0.0936,0.0307,7.83E-07,4.6E-07,0.807,0.013,51.540,3.164,0.223,0.016,394
ABELL_1569,0.073,189.1027,16.5398,0.0202,0.0044,4.21E-07,1.2E-07,0.960,0.017,-82.050,6.548,0.341,0.021,281
ABELL_3528B,0.053,193.5924,-29.013,0.0191,0.0015,4.44E-07,8.4E-08,0.946,0.014,-8.873,4.515,0.539,0.014,485
ABELL_3532,0.055,194.3418,-30.3634,0.0284,0.0036,4.09E-07,8.3E-08,0.945,0.007,31.900,3.849,0.387,0.013,445
ABELL_1650,0.084,194.6728,-1.762,0.0169,0.0003,7.01E-09,1.4E-09,0.891,0.002,-21.590,0.391,0.612,0.002,468
ABELL_1651,0.085,194.8427,-4.1966,0.0159,0.0011,5.01E-09,6.8E-09,0.924,0.006,82.230,2.164,0.534,0.008,511
WHL_J125933.4+600409,0.33,194.8877,60.0706,0.0967,0.0081,2.70E-07,1.6E-07,0.887,0.009,-26.020,2.388,0.200,0.013,451
NSC_J125947+312215,0.059,194.9665,31.352,0.0380,0.0081,1.08E-06,6.9E-07,0.963,0.035,-85.860,21.510,-,-,177
ABELL_1664,0.128,195.9271,-24.2452,0.0223,0.0009,6.55E-08,1.6E-08,0.923,0.004,32.870,1.411,0.646,0.007,427
WHL_J130558.9+263048,0.305,196.4983,26.5157,0.0422,0.0063,4.39E-08,8.3E-08,0.828,0.010,85.270,2.111,-,-,470
ABELL_1689,0.183,197.873,-1.3412,0.0141,0.0004,2.80E-09,1.3E-09,0.911,0.002,12.140,0.630,0.675,0.003,607
WHL_J131505.2+514902,0.291,198.7682,51.8201,0.0200,0.0049,1.22E-07,6.0E-08,0.871,0.008,-28.390,1.798,0.446,0.012,508
ABELL_1736,0.046,201.7204,-27.171,0.0790,0.0088,2.95E-07,6.7E-08,0.919,0.005,-66.740,1.976,0.239,0.009,359
a1750ss,0.091,202.5397,-2.0986,0.2466,0.0209,5.48E-07,2.5E-07,0.965,0.019,-70.970,16.430,0.304,0.048,284
ABELL_1750C,0.068,202.7107,-1.8618,0.0202,0.0020,1.82E-07,6.9E-08,0.958,0.007,48.870,4.728,0.499,0.012,411
2MASX_J13312961+1107566,0.079,202.8734,11.1325,0.0245,0.0085,6.40E-07,4.3E-07,0.970,0.028,23.660,35.560,0.725,0.181,145
SC_1329-313,0.048,202.8808,-31.8245,0.0460,0.0079,2.18E-07,7.5E-08,0.912,0.040,87.390,2.463,0.342,0.020,373
ABELL_3562,0.049,203.4055,-31.6716,0.0141,0.0018,7.61E-07,6.1E-08,0.888,0.004,73.680,1.142,0.449,0.008,434
ABELL_1763,0.223,203.8333,41.0005,0.0664,0.0078,5.73E-08,4.0E-08,0.864,0.007,70.400,1.767,0.397,0.010,498
LCDCS_0829,0.451,206.8776,-11.7524,0.0678,0.0017,5.03E-08,8.2E-09,0.870,0.003,2.001,0.698,0.767,0.003,643
WHL_J134850.2+491801,0.162,207.2526,49.3115,0.0373,0.0081,2.15E-07,1.9E-07,0.947,0.044,5.698,9.172,-,-,383
WHL_J135716.8+623249,0.563,209.3195,62.5472,0.0492,0.0113,4.99E-07,5.6E-07,0.959,0.023,-43.490,18.060,-,-,330
ABELL_1831,0.061,209.8156,27.9753,0.0202,0.0030,8.50E-08,4.5E-08,0.924,0.008,-29.980,2.951,0.441,0.015,376
ABELL_1835,0.253,210.2581,2.8789,0.0183,0.0005,5.70E-09,2.7E-09,0.924,0.004,-16.500,1.673,0.722,0.004,590
A1882a,0.141,213.7785,-0.492,0.0440,0.0028,4.02E-07,1.0E-07,0.920,0.006,-68.310,2.459,0.350,0.020,353
WARP_J1415.1+3612,1.03,213.7954,36.2022,0.1024,0.0123,3.54E-07,3.1E-07,0.950,0.010,25.090,7.390,-,-,247
WHL_J141623.8+444528,0.386,214.1161,44.7792,0.0896,0.0089,4.09E-09,1.1E-07,0.894,0.018,-25.570,6.163,0.519,0.034,319
GMBCG_J215.94948+24.07846,0.543,215.9495,24.0785,0.0825,0.0063,2.74E-08,2.2E-08,0.915,0.007,24.660,2.682,0.739,0.006,412
ABELL_1914,0.171,216.5132,37.8238,0.0522,0.0031,4.92E-08,1.4E-08,0.919,0.006,-76.710,1.919,0.575,0.005,561
WHL_J142716.1+440730,0.498,216.8172,44.1252,0.0686,0.0036,1.50E-07,1.0E-07,0.901,0.011,9.301,3.673,0.656,0.014,510
MACS_J1427.6-2521,0.318,216.9144,-25.3508,0.1030,0.0071,3.21E-08,7.3E-08,0.981,0.014,-55.970,25.180,0.692,0.016,372
ABELL_1930,0.131,218.1582,31.6471,0.0157,0.0027,4.20E-08,2.6E-08,0.935,0.037,1.784,2.542,0.592,0.013,405
ABELL_1942_AND_CLUMP,0.224,219.5915,3.6702,0.0101,0.0045,9.98E-07,1.9E-07,0.909,0.009,-18.860,2.989,0.407,0.014,416
NSCS_J145715+222009,0.258,224.3129,22.3425,0.0662,0.0041,3.84E-08,1.1E-08,0.889,0.005,33.830,1.377,0.774,0.004,408
ABELL_S0780,0.236,224.8706,-18.1793,0.0289,0.0010,2.14E-08,1.4E-08,0.951,0.006,68.020,3.183,0.654,0.005,497
NSCS_J150117+422152,0.292,225.3442,42.3462,0.0652,0.0065,3.05E-06,6.4E-07,0.907,0.039,-80.560,6.243,-,-,437
WHL_J150407.5-024816,0.215,226.0311,-2.8045,0.0301,0.0016,1.56E-08,3.7E-09,0.869,0.003,60.970,0.790,0.828,0.002,559
ABELL_2034,0.113,227.556,33.5124,0.0208,0.0050,1.46E-08,3.0E-09,0.941,0.002,37.970,0.771,0.396,0.004,533
MCXC_J1514.9-1523,0.223,228.7621,-15.3895,0.1479,0.0113,2.28E-07,6.9E-08,0.844,0.004,24.820,0.939,0.240,0.007,553
MKW_03s,0.045,230.466,7.7081,0.0084,0.0003,1.38E-07,7.1E-09,0.870,0.002,-72.150,0.487,0.703,0.003,369
ABELL_2069,0.116,231.0356,29.8818,0.2184,0.0115,1.62E-07,4.9E-08,0.886,0.004,-30.500,1.045,0.320,0.007,477
MCXC_J1524.2-3154,0.103,231.0535,-31.9064,0.0198,0.0037,4.44E-08,1.1E-08,0.879,0.004,-60.270,0.912,0.751,0.003,401
MACS_J1532.8+3021,0.345,233.2242,30.3497,0.0715,0.0017,2.34E-09,4.2E-09,0.907,0.005,53.160,1.381,0.786,0.003,475
ABELL_2092,0.067,233.3068,31.1502,0.0487,0.0082,1.05E-07,1.3E-07,0.960,0.026,7.267,13.780,0.405,0.072,285
ABELL_2107,0.041,234.9126,21.7827,0.0085,0.0010,8.91E-08,1.5E-08,0.967,0.023,89.030,3.170,0.504,0.007,390
ABELL_2111,0.229,234.9244,34.4162,0.0349,0.0069,2.91E-08,3.7E-08,0.833,0.007,-34.870,1.333,0.422,0.009,520
ABELL_2104,0.153,235.034,-3.3038,0.0089,0.0017,3.72E-07,3.5E-08,0.955,0.004,16.670,2.148,0.495,0.005,513
ABELL_2125,0.246,235.3106,66.2659,0.0298,0.0069,2.76E-07,2.3E-07,0.929,0.012,-64.720,5.938,0.306,0.026,313
ABELL_2146,0.2343,239.0512,66.3516,0.0448,0.0007,5.03E-09,2.5E-09,0.932,0.003,-51.410,1.130,0.594,0.004,529
ABELL_2142,0.091,239.5847,27.231,0.0147,0.0002,1.02E-08,1.7E-09,0.860,0.002,-52.360,0.322,0.696,0.002,566
MCXC_J1558.3-1410,0.097,239.5913,-14.1658,0.0109,0.0004,1.59E-07,1.5E-08,0.863,0.003,78.620,0.699,0.666,0.003,440
ABELL_2151,0.037,241.1494,17.7215,0.0070,0.0014,8.02E-07,7.5E-08,0.975,0.007,56.100,7.835,0.616,0.027,327
SpARCS_J161314+564930,0.871,243.3122,56.8253,0.0512,0.0121,3.47E-07,4.6E-07,0.992,0.030,-24.850,40.630,-,-,329
ABELL_2163,0.203,243.9412,-6.1491,0.0565,0.0060,3.30E-07,2.2E-08,0.912,0.002,82.690,0.705,0.494,0.003,707
MACS_J1621.3+3810,0.465,245.3537,38.1689,0.0960,0.0040,3.56E-08,3.1E-08,0.947,0.007,-47.320,3.448,0.647,0.011,431
ABELL_2187,0.184,246.0585,41.24,0.0467,0.0049,1.65E-08,3.0E-08,0.886,0.009,70.880,2.535,0.480,0.016,502
ABELL_2204,0.152,248.1956,5.5755,0.0248,0.0004,1.74E-08,3.5E-09,0.913,0.003,87.230,0.854,0.794,0.002,594
ABELL_2219,0.226,250.0829,46.7119,0.0297,0.0014,2.91E-08,5.8E-09,0.833,0.002,-52.050,0.274,0.443,0.003,625
400d_J1641+4001,0.464,250.4732,40.0292,0.0259,0.0066,1.98E-07,3.1E-07,0.941,0.033,-21.740,14.900,-,-,315
Hercules_A,0.155,252.7842,4.9925,0.0317,0.0022,2.47E-09,3.0E-09,0.903,0.003,-71.820,1.014,0.584,0.006,361
NGC_6269,0.035,254.4921,27.8543,0.0196,0.0021,1.29E-07,5.3E-08,0.979,0.010,-81.200,8.987,0.426,0.021,276
ABELL_2249,0.082,257.4381,34.4552,0.4155,0.0086,1.93E-07,1.0E-07,0.919,0.018,83.060,3.224,0.272,0.011,441
SDSS-C4_3072,0.164,260.0416,26.6251,0.0274,0.0023,1.00E-08,4.6E-09,0.908,0.004,14.540,1.416,0.730,0.004,509
MACS_J1720.2+3536,0.391,260.0701,35.6073,0.0290,0.0023,4.08E-08,3.1E-08,0.930,0.048,1.930,3.268,0.633,0.009,481
ABELL_2261,0.224,260.6133,32.1328,0.0186,0.0011,3.41E-08,1.7E-08,0.936,0.006,62.300,2.854,0.626,0.007,541
NSC_J174715+451155,0.157,266.8113,45.1968,0.0611,0.0127,3.52E-07,2.0E-07,0.892,0.009,11.510,3.078,0.211,0.018,393
MCXC_J1750.2+3504,0.171,267.5704,35.0828,0.0239,0.0029,4.31E-08,3.5E-08,0.907,0.051,-86.400,3.420,0.679,0.013,396
CIZA_J1804.4+1002,0.152,271.131,10.0571,0.0814,0.0020,7.35E-09,1.3E-08,0.853,0.010,53.100,1.922,0.501,0.011,492
_HB89__1821+643,0.297,275.4876,64.3438,0.0226,0.0005,2.46E-08,7.4E-09,0.924,0.003,-57.410,1.240,-,-,571
MACS_J1824.3+4309,0.487,276.0792,43.1635,0.0483,0.0100,1.38E-06,1.0E-06,0.969,0.036,-49.900,34.380,-,-,430
MACS_J1829.0+6913,0.203,277.2735,69.2353,0.0364,0.0025,4.97E-08,4.5E-08,0.924,0.049,-88.800,3.762,0.634,0.018,360
MCXC_J1852.1+5711,0.109,283.0358,57.1949,0.0176,0.0020,4.27E-08,3.5E-08,0.903,0.009,67.620,2.469,0.613,0.015,390
MACS_J1931.8-2635,0.352,292.9569,-26.5759,0.0390,0.0008,7.28E-09,5.6E-09,0.828,0.005,-2.819,0.771,0.744,0.003,484
ABELL_3653,0.109,298.2641,-52.0369,0.2218,0.0046,9.93E-08,4.8E-08,0.961,0.005,-55.450,4.255,0.293,0.013,415
MCXC_J1958.2-3011,0.117,299.5624,-30.1866,0.0275,0.0052,1.90E-07,1.6E-07,0.925,0.016,-14.600,5.965,-,-,327
MCXC_J2003.5-2323,0.317,300.8713,-23.3734,0.1636,0.0068,1.28E-07,1.2E-07,0.913,0.006,-54.510,2.339,0.242,0.007,533
MCXC_J2011.3-5725,0.279,302.8622,-57.4199,0.0185,0.0043,8.75E-09,3.2E-08,0.876,0.037,-84.420,3.220,0.635,0.022,337
ABELL_3667,0.056,303.1752,-56.8471,0.0244,0.0018,3.26E-07,6.6E-09,0.931,0.001,57.840,0.376,0.508,0.002,505
MCXC_J2031.8-4037,0.342,307.9602,-40.6252,0.0585,0.0077,6.24E-07,2.5E-07,0.935,0.033,-79.440,8.506,-,-,443
ABELL_3695,0.089,308.6888,-35.812,0.0781,0.0091,1.07E-08,2.0E-08,0.923,0.007,-24.120,2.595,0.268,0.009,500
MACS_J2046.0-3430,0.423,311.5021,-34.5048,0.0923,0.0075,2.37E-08,3.1E-08,0.962,0.015,21.270,10.880,0.735,0.013,396
MCXC_J2049.9-3216,0.325,312.484,-32.2803,0.0272,0.0038,1.35E-08,3.0E-08,0.879,0.010,-12.020,2.600,-,-,470
ABELL_3739,0.165,316.0787,-41.3446,0.0193,0.0037,3.30E-08,5.3E-08,0.945,0.011,18.630,5.892,0.436,0.017,461
IC_1365,0.049,318.4822,2.5652,0.3272,0.0043,4.96E-07,9.6E-08,0.950,0.007,44.820,3.779,0.421,0.014,401
ABELL_2345,0.1765,321.7897,-12.1748,0.0910,0.0126,1.38E-06,4.3E-07,0.845,0.011,77.640,2.142,0.257,0.015,451
MACS_J2135-0102,0.325,323.7959,-1.0484,0.0206,0.0044,3.13E-07,1.4E-07,0.930,0.011,40.350,4.841,-,-,498
SPT-CLJ2135-5726,0.427,323.9094,-57.441,0.0372,0.0066,3.75E-08,1.1E-07,0.990,0.031,16.760,45.750,-,-,421
MACS_J2140.2-2339,0.313,325.0633,-23.6611,0.0838,0.0128,5.66E-09,8.1E-09,0.950,0.006,61.510,3.801,0.795,0.006,433
ABELL_3809,0.062,326.7462,-43.8987,0.0137,0.0022,4.68E-08,4.3E-08,0.895,0.078,-89.180,2.524,0.491,0.020,321
ABELL_2384,0.094,328.0888,-19.5474,0.0388,0.0016,9.29E-08,2.9E-08,0.885,0.005,19.110,1.286,0.567,0.007,469
ClG_2153.8+3746,0.292,328.9675,38.0068,0.0453,0.0091,5.27E-09,6.1E-09,0.943,0.003,17.160,1.816,0.407,0.005,539
ABELL_2409,0.148,330.2184,20.9687,0.0362,0.0019,2.44E-08,2.5E-08,0.922,0.014,-7.905,3.717,0.467,0.012,456
ABELL_2415,0.058,331.4105,-5.5925,0.0254,0.0026,2.48E-08,4.0E-08,0.986,0.014,17.400,27.940,0.533,0.020,315
MACS_J2214-1359,0.483,333.739,-14.0038,0.0232,0.0026,1.63E-07,1.1E-07,0.847,0.010,41.890,2.158,0.473,0.013,469
ABELL_3854,0.149,334.441,-35.7244,0.0098,0.0016,4.52E-09,1.9E-08,0.982,0.014,-20.890,25.950,0.514,0.014,438
MCXC_J2218.6-3853,0.138,334.6644,-38.9009,0.0149,0.0034,4.57E-08,2.8E-08,0.795,0.008,-42.710,1.138,0.508,0.012,449
ABELL_2443,0.108,336.5259,17.3662,0.0338,0.0056,4.13E-07,7.3E-08,0.861,0.006,12.700,1.283,0.516,0.010,455
ABELL_2445,0.166,336.7336,25.8351,0.0115,0.0051,9.52E-09,1.9E-08,0.855,0.008,-32.700,1.669,0.546,0.012,371
ABELL_3880,0.058,336.9766,-30.577,0.0069,0.0010,6.50E-09,9.4E-09,0.928,0.007,-17.130,2.476,0.643,0.015,323
MACS_J2229.8-2756,0.324,337.4385,-27.9267,0.0580,0.0089,7.72E-09,1.8E-08,0.893,0.012,11.320,2.714,0.745,0.011,415
ABELL_2457,0.059,338.9221,1.4867,0.0272,0.0042,1.14E-07,6.1E-08,0.901,0.008,78.650,2.365,0.363,0.021,354
ABELL_2465,0.245,339.9126,-5.7242,0.0709,0.0080,1.65E-06,7.4E-07,0.885,0.019,75.510,5.738,-,-,294
CIZA_J2242.8+5301,0.192,340.6647,52.9958,0.1655,0.0041,6.47E-07,7.6E-08,0.820,0.002,9.234,0.570,0.251,0.006,538
WHL_J224319.8-093530,0.432,340.8379,-9.5935,0.0242,0.0054,5.41E-07,2.8E-07,0.795,0.009,-79.230,1.477,-,-,442
MACS_J2245.0+2637,0.304,341.2692,26.6348,0.0407,0.0056,8.75E-08,5.5E-08,0.866,0.015,-40.260,3.225,0.675,0.016,444
ABELL_3911,0.097,341.6117,-52.7398,0.0160,0.0122,7.83E-08,6.2E-08,0.804,0.007,-44.540,1.305,0.289,0.009,500
ABELL_S1063,0.347,342.1835,-44.5304,0.0059,0.0072,1.78E-08,1.1E-08,0.919,0.006,62.960,2.085,0.577,0.006,587
ABELL_3921,0.093,342.4861,-64.4302,0.0175,0.0026,8.79E-08,2.1E-08,0.842,0.004,82.920,0.806,0.474,0.007,476
ABELL_2507,0.196,344.2194,5.5046,0.0907,0.0081,2.88E-06,5.4E-07,0.886,0.012,77.450,2.868,0.235,0.021,412
WARP_J2302.8+0843,0.722,345.7006,8.7307,0.0214,0.0052,2.52E-07,2.7E-07,0.984,0.024,-43.910,41.530,-,-,365
ABELL_2537,0.295,347.0929,-2.1916,0.0213,0.0061,1.18E-09,6.6E-09,0.940,0.006,-61.920,2.882,0.542,0.008,468
MCXC_J2311.5+0338,0.3,347.8885,3.6353,0.0056,0.0016,3.32E-08,2.6E-08,0.904,0.007,27.490,2.501,0.500,0.015,529
ABELL_2550,0.123,347.8993,-21.7462,0.0459,0.0032,7.31E-09,1.8E-08,0.987,0.009,-38.510,25.140,0.630,0.019,244
ABELL_2556,0.087,348.2556,-21.6344,0.0111,0.0015,1.60E-09,3.8E-09,0.915,0.006,-38.630,1.768,0.676,0.007,375
ABELL_S1101,0.058,348.4946,-42.7253,0.0196,0.0037,1.16E-08,2.7E-09,0.900,0.002,58.760,0.645,0.779,0.004,318
RCS_J2318.5+0034,0.78,349.6296,0.5674,0.0394,0.0091,1.20E-08,8.1E-08,0.960,0.012,34.260,9.593,-,-,317
ABELL_2597,0.085,351.3326,-12.1242,0.0276,0.0008,8.94E-08,4.6E-09,0.963,0.002,-64.310,1.422,0.823,0.002,409
SPT-CL_J2331-5051,0.571,352.9633,-50.8649,0.1070,0.0127,1.63E-07,2.8E-07,0.849,0.105,1.713,4.373,-,-,334
ABELL_4023,0.193,355.0288,-85.1974,0.1949,0.0119,1.86E-07,1.4E-07,0.808,0.116,1.043,1.485,-,-,484
ABELL_2645,0.251,355.3232,-9.0165,0.0347,0.0071,1.39E-07,1.2E-07,0.866,0.012,32.080,2.992,-,-,459
MCXC_J2344.2-0422,0.079,356.0769,-4.3816,0.0398,0.0025,5.38E-08,3.4E-08,0.922,0.007,-24.430,2.975,0.346,0.012,409
ABELL_S1150,0.261,356.9555,-35.5867,0.0200,0.0056,5.64E-08,1.3E-07,0.951,0.034,-7.294,11.110,-,-,447
ABELL_2665,0.056,357.7109,6.1503,0.0098,0.0020,4.80E-08,3.5E-08,0.973,0.022,87.110,7.540,0.507,0.015,419
ABELL_2667,0.23,357.9141,-26.0837,0.0313,0.0020,2.65E-08,1.8E-08,0.881,0.008,56.340,2.072,0.660,0.008,533
ABELL_2670,0.076,358.5571,-10.4192,0.0688,0.0029,2.62E-08,1.3E-08,0.986,0.007,74.050,13.540,0.509,0.010,391
SPT-CL_J2359-5009,0.76,359.9283,-50.1688,0.0553,0.0134,6.41E-08,3.6E-07,0.905,0.019,-51.520,6.069,-,-,270
